Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Disease	C0334092	Hamartomatous polyp	DisGeNET Curated	1.328E-7	1.498E-3	1.333E-6	1.320E-5	10	20	AKT1,FOXO3,STK11,TP53,CDX2,PIK3CA,CTNNB1,PTEN,PTGS2,SMAD4
Disease	C0406317	Chronic small plaque psoriasis	DisGeNET BeFree	1.328E-7	1.498E-3	1.333E-6	1.320E-5	10	20	FAS,IL23A,DKK1,TGFA,TNF,VEGFA,PPARG,IL22,IL17A,EDN1
Disease	C0877430	asthma chronic	DisGeNET BeFree	1.328E-7	1.498E-3	1.333E-6	1.320E-5	10	20	MMP9,ANXA2,TGFB2,TGFB3,SERPINE1,PIN1,TNC,IL4,LGALS3,EGFR
Disease	C0018920	Hemangioma, Cavernous	DisGeNET Curated	1.328E-7	1.498E-3	1.333E-6	1.320E-5	10	20	AKT1,BRAF,NOTCH1,PIK3CA,HRAS,MAP2K1,MAP2K2,PTEN,KRAS,SMAD4
Disease	C0151517	Complete atrioventricular block	DisGeNET Curated	1.342E-7	1.513E-3	1.342E-6	1.329E-5	31	169	EPO,ESR1,CXCL9,MMP3,IL23A,TNFSF10,SPP1,STAT1,EHMT2,ADAM17,GSN,TGFB1,HAVCR2,CD14,TLR4,TNF,TXN,VDR,PPARG,MIR106A,MIR122,MIR146A,IGFBP7,IL22,CTGF,MIR224,IL4,IL6,CXCL8,IL17A,PTPN11
Disease	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNET BeFree	1.342E-7	1.514E-3	1.342E-6	1.329E-5	19	73	CXCL12,FN1,MYC,BMI1,BMP2,BMP4,BRCA1,RUNX1,SIRT1,TGFB1,TP53,TP73,HIC1,ABCB1,CCR7,JUNB,PTPN6,RASA1,EPHA8
Disease	C0264133	Acquired flat foot	DisGeNET Curated	1.342E-7	1.514E-3	1.342E-6	1.329E-5	19	73	SALL1,MMP2,FLNA,FMR1,SKI,PDPN,TCF4,TGFB2,TGFB3,TGFBR1,TGFBR2,TNXB,TRPS1,CREBBP,CRKL,MAPK1,LMNA,EP300,SMAD3
Disease	C0016202	Flatfoot	DisGeNET Curated	1.342E-7	1.514E-3	1.342E-6	1.329E-5	19	73	SALL1,MMP2,FLNA,FMR1,SKI,PDPN,TCF4,TGFB2,TGFB3,TGFBR1,TGFBR2,TNXB,TRPS1,CREBBP,CRKL,MAPK1,LMNA,EP300,SMAD3
Disease	C0027672	Neoplastic Syndromes, Hereditary	DisGeNET BeFree	1.346E-7	1.518E-3	1.344E-6	1.332E-5	13	35	AKT1,STK11,BRAF,DICER1,SERPINE1,CDH1,TP53,TSC1,PIK3CA,PLAU,VHL,PTEN,KRAS
Disease	C0240635	Byzanthine arch palate	DisGeNET Curated	1.356E-7	1.530E-3	1.354E-6	1.341E-5	35	205	SMC1A,KMT2A,AKT1,FGFR1,FGFR2,FLNA,SIX1,STAT3,BRAF,MAP3K7,NOTCH2,NOTCH3,SATB2,DDR2,RUNX2,TGFB2,TGFB3,TGFBR1,TGFBR2,SMC3,TRPS1,PIK3CA,HRAS,EIF2AK3,KDM6A,SIN3A,CREBBP,MAP2K1,MAP2K2,PTEN,PTPN11,KRAS,LMNA,EP300,SMAD3
Disease	C0275524	Coinfection	DisGeNET BeFree	1.373E-7	1.548E-3	1.369E-6	1.356E-5	32	178	S100A8,CXCL9,CCL5,MMP1,ALK,SOD2,MYD88,TNFSF10,BRCA1,NFKB1,HAVCR2,CD14,TLR4,TNF,TP53,CEACAM5,CCR5,CRP,MIR122,MIR146A,CSF2,MIR21,MAP2K1,IL4,IL6,CXCL8,PTPN11,CXCR4,RAC1,KRAS,E2F1,EGR1
Disease	C0034885	Rectal Neoplasms	DisGeNET Curated	1.396E-7	1.575E-3	1.390E-6	1.377E-5	16	53	ESR2,BCL2,BRAF,NFKB1,GLS,TGFBR2,TNF,TP53,CDX2,TYMS,PIK3CA,CRP,CXCL8,KRAS,EGFR,EPCAM
Disease	C3899278	Early Rheumatoid Arthritis	DisGeNET BeFree	1.396E-7	1.575E-3	1.390E-6	1.377E-5	16	53	CXCL9,STAT3,TLR4,TNF,PADI4,CCR5,CCR6,VDR,VIM,CRP,CSF2,IL22,MIR223,IL6,IL17A,RORC
Disease	C0004352	Autistic Disorder	DisGeNET Curated	1.419E-7	1.600E-3	1.411E-6	1.398E-5	77	644	EPHB2,EPS8,BCAS2,CLIP1,MEF2A,ADM,MET,AGER,AKT1,FMR1,SKI,AR,MBD3,TRIM33,MTOR,SP1,AGO2,SRC,BCL2,BDNF,NRP2,GH1,BMP4,NR1I2,GLO1,EHD1,NOTCH1,TCF4,NTRK2,RNF8,OPRM1,SERPINE1,TNF,ARHGEF2,PCDH9,CDK5,HIP1,TSC1,TSC2,PIK3CA,CLK2,HRAS,PLA2G4A,VEGFA,HTN1,TNC,POMC,SIN3A,CREBBP,YWHAZ,MIR106B,CRK,CRKL,IGF1,CSF2,MAPK1,MAPK3,MAPK8,MIR23A,IL4,IL6,CUX1,PTEN,ITGAV,PTGS2,SETDB1,DLX2,RBM8A,RAC1,FOXP2,LAMC2,LASP1,LEP,EGF,EIF4E,EP300,SMAD4
Disease	C0019572	Hirsutism	DisGeNET Curated	1.511E-7	1.703E-3	1.499E-6	1.486E-5	15	47	SMC1A,FGFR2,MMP2,FLNA,FSHR,NOTCH2,CAV1,SMC3,CDK5,KDM6A,POMC,PPARG,CREBBP,LMNA,EP300
Disease	C0006840	Candidiasis	DisGeNET Curated	1.511E-7	1.703E-3	1.499E-6	1.486E-5	15	47	ADAM10,IL23A,FSHR,STAT1,STAT3,ADAM17,TGFA,TNF,CHEK1,HSPA4,CSF2,IL22,IL17A,EGFR,RORC
Disease	C0948750	Salivary gland carcinoma	DisGeNET BeFree	1.532E-7	1.727E-3	1.515E-6	1.501E-5	9	16	ACTN4,MDM2,BRCA1,BRAF,SPHK1,CDH1,KRAS,EGFR,MTDH
Disease	C0205768	Subependymal Giant Cell Astrocytoma	DisGeNET Curated	1.532E-7	1.727E-3	1.515E-6	1.501E-5	9	16	MTOR,MYC,BRAF,TP53,HGF,HIF1A,TSC1,TSC2,VEGFA
Disease	C0016978	gallbladder neoplasm	DisGeNET Curated	1.532E-7	1.727E-3	1.515E-6	1.501E-5	9	16	ERBB2,YAP1,MYC,NPTN-IT1,AXL,BCL2,TP53,KRAS,EGFR
Disease	C0020875	Ileal Diseases	DisGeNET BeFree	1.532E-7	1.727E-3	1.515E-6	1.501E-5	9	16	CCL25,CCR9,STAT3,TCF4,TLE1,TLR4,SERPINE1,TNF,CSF2
Disease	C0043037	Common wart	DisGeNET BeFree	1.559E-7	1.758E-3	1.541E-6	1.526E-5	7	9	MDM2,AKT1,AKT2,TP53,CDKN1A,TSC1,HSPA4
Disease	C0206684	Sebaceous Adenocarcinoma	DisGeNET Curated	1.574E-7	1.775E-3	1.553E-6	1.538E-5	12	30	ERBB2,FGFR1,SHH,WWOX,BRCA1,NFKB1,CDH1,TP53,CDKN1A,MIR211,CTNNB1,PTEN
Disease	C1719495	Aggressive periodontitis, generalized	DisGeNET BeFree	1.574E-7	1.775E-3	1.553E-6	1.538E-5	12	30	MMP2,MMP8,MMP9,TIMP2,TLR4,SERPINE1,TNF,CCR5,VDR,IL4,CXCL8,NLRP3
Disease	C0025268	Multiple Endocrine Neoplasia Type 2a	DisGeNET Curated	1.600E-7	1.804E-3	1.575E-6	1.561E-5	17	60	EPHB2,EPO,AKT1,AR,NRP1,TGM2,TP53,CFTR,TSC1,VEGFA,VHL,POMC,SIN3A,MAPK1,PTEN,ITGB1,EIF4G1
Disease	C0740394	Hyperuricemia	DisGeNET Curated	1.600E-7	1.804E-3	1.575E-6	1.561E-5	17	60	KLF2,MMP3,ALDOB,MUC1,MYC,THBD,TNF,TYMS,ABCG2,EIF2AK3,VEGFA,PPARG,MIR146A,IL6,JAK2,CXCR4,NLRP3
Disease	C0206706	Verrucous carcinoma	DisGeNET BeFree	1.615E-7	1.821E-3	1.587E-6	1.573E-5	11	25	MMP1,TP63,CDH1,TP53,HSPA4,MIR19A,MIR21,MIR203A,MAPK1,MIR31,KRAS
Disease	C0206731	Angiofibroma	DisGeNET Curated	1.615E-7	1.821E-3	1.587E-6	1.573E-5	11	25	ESR1,MDM2,AHR,CCL2,MMP9,MTOR,AURKA,TIMP2,CDKN1A,TSC1,TSC2
Disease	C0020445	Hypercholesterolemia, Familial	DisGeNET Curated	1.626E-7	1.834E-3	1.597E-6	1.583E-5	27	136	ESR1,F3,AGTR1,KMT2A,CCL5,MMP1,MMP2,MMP3,MMP9,ANXA5,SLC2A1,AGO2,TNFSF10,MIR33B,CD14,CD36,TLR4,SERPINE1,TNF,ABCB1,ABCG2,POMC,CRP,IL6,CXCL8,EDN1,EGF
Disease	C0023532	Leukoplakia, Oral	DisGeNET Curated	1.696E-7	1.912E-3	1.664E-6	1.649E-5	18	67	EZH2,ALDH1A1,FERMT1,ATM,WWOX,CCND1,BCL2,PROM1,GJB2,TERT,TNF,TP53,CXCL8,MIR31,CYP1B1,PTGS2,KRT17,EGFR
Disease	C0085580	Essential Hypertension	DisGeNET Curated	1.846E-7	2.081E-3	1.810E-6	1.793E-5	43	284	ADM,S100A6,AGTR1,CCL2,MMP9,NOX1,FSHR,ATM,SPP1,STAT3,PPARGC1A,NPPA,NEDD4L,TGFB1,TGFBR2,P2RY2,MIR590,SERPINE1,TNF,PCSK1,HGF,TSC1,TXN,ADIPOQ,HSPA4,VDR,VEGFA,GDF15,POMC,PPARG,CRP,IGF1,IGF1R,PRKCA,IL6,CYP3A5,IRS1,PTGER2,LEP,EDN1,NLRP3,LGALS3,ENO1
Disease	C2919945	Cavernous Hemangioma of Brain	DisGeNET Curated	1.865E-7	2.103E-3	1.828E-6	1.811E-5	16	54	EPHB2,KLF2,SLC2A1,OSM,TP53,CEACAM5,TSC2,KLF4,SERPINI1,VEGFA,VIM,MAPK1,MAPK3,IL6,PTEN,PTGS2
Disease	C0153382	Malignant neoplasm of oropharynx	DisGeNET BeFree	1.981E-7	2.234E-3	1.933E-6	1.915E-5	13	36	MCL1,MDM2,MDM4,SIAH1,DKK1,BBC3,BCL2,TP53,TP73,PIK3CA,MIR122,KRAS,EGFR
Disease	C1306214	ACTH-Secreting Pituitary Adenoma	DisGeNET Curated	1.981E-7	2.234E-3	1.933E-6	1.915E-5	13	36	TXNIP,GAPDH,CCND1,BMP4,CDH1,HDAC2,CIRBP,POMC,PPARG,MAPK3,IL6,PROP1,EGFR
Disease	C0155862	Streptococcal pneumonia	DisGeNET Curated	1.981E-7	2.234E-3	1.933E-6	1.915E-5	13	36	CCL5,SIRT1,PEBP1,SERPINE1,IL27,PKD1,CRP,MAPK1,MAPK3,IL6,CXCL8,LCN2,NLRP3
Disease	C0033770	Prune Belly Syndrome	DisGeNET Curated	1.981E-7	2.234E-3	1.933E-6	1.915E-5	13	36	CCL2,CCL5,BIRC5,SERPINE1,TNF,HIF1A,ABCB1,VEGFA,IGF1,IL4,IL6,IL17A,CXCR4
Disease	C1332460	Barrett's Adenocarcinoma	DisGeNET BeFree	1.981E-7	2.234E-3	1.933E-6	1.915E-5	13	36	EPHB2,ERBB2,PDCD4,BRAF,SOCS3,TP53,HSPB1,CRK,MAPK14,MAPK1,PTGS2,KRAS,EGFR
Disease	C0220615	Adult Acute Myeloblastic Leukemia	DisGeNET BeFree	2.004E-7	2.260E-3	1.951E-6	1.933E-5	22	97	ERG,ESR1,MDM2,MDM4,KMT2A,MKL1,MTOR,BCL2,TWIST2,RUNX1,TERT,TP53,HIF1A,CEBPA,ABCB1,HOXA9,CCR7,ABCG2,VEGFA,CSF2,PTPN11,EGFR
Disease	C0027796	Neuralgia	DisGeNET Curated	2.004E-7	2.260E-3	1.951E-6	1.933E-5	22	97	MALAT1,CCR2,AGER,CCL2,CCL3,MMP14,CX3CL1,CXCL13,BDNF,OPRM1,TLR4,TNF,HGF,HMGB1,TRPM8,WNT5A,POMC,MIR134,MIR186,IL4,CXCR4,LGALS1
Disease	C0221352	Syndactyly of fingers	DisGeNET Curated	2.066E-7	2.330E-3	2.008E-6	1.990E-5	15	48	AKT1,FGFR1,FGFR2,FERMT1,SHH,TP63,GPC3,BTRC,NOTCH1,TWIST1,PIK3CA,HDAC4,IRF6,PTEN,RB1
Disease	C0019284	Diaphragmatic Hernia	DisGeNET Curated	2.066E-7	2.330E-3	2.008E-6	1.990E-5	15	48	FGF2,AQP5,SLIT3,GATA6,BMP4,NPPA,NR2F2,TGFB1,TNF,CFTR,FOXA2,IGF1,IL6,RARB,EDN1
Disease	C1860844	Thin, sparse hair	DisGeNET Curated	2.084E-7	2.350E-3	2.021E-6	2.002E-5	17	61	EZH2,IKBKG,TP63,GJB2,BRAF,NFKBIA,NOTCH1,SATB2,TERT,PDGFRB,TRPS1,HRAS,MAP2K1,MAP2K2,KRAS,LMNA,SMAD4
Disease	C0239174	Late tooth eruption	DisGeNET Curated	2.084E-7	2.350E-3	2.021E-6	2.002E-5	17	61	SMC1A,FGFR2,MMP2,FLNA,IKBKG,TNFSF11,STAT3,RUNX2,SMC3,PDGFRB,TRPS1,PIK3R1,VDR,WNT5A,IGF1,ZEB2,LMNA
Disease	C1837770	Sparse hair	DisGeNET Curated	2.084E-7	2.350E-3	2.021E-6	2.002E-5	17	61	EZH2,IKBKG,TP63,GJB2,BRAF,NFKBIA,NOTCH1,SATB2,TERT,PDGFRB,TRPS1,HRAS,MAP2K1,MAP2K2,KRAS,LMNA,SMAD4
Disease	C1636149	Macular dystrophy, corneal type 1	DisGeNET Curated	2.130E-7	2.402E-3	2.064E-6	2.045E-5	14	42	AKT1,BCL2,STAT3,TLR4,TNF,MIR663A,TSC1,HSPA5,VEGFA,MIR150,MIR155,IL6,KDR,ANGPTL4
Disease	C1518869	Pancreatic Intraductal Papillary-Mucinous Neoplasm	DisGeNET BeFree	2.388E-7	2.693E-3	2.307E-6	2.286E-5	10	21	EZH2,MSX2,MUC1,NOTCH4,ZEB1,PIK3CA,VIM,PTEN,KRAS,EGFR
Disease	C0010051	Coronary Aneurysm	DisGeNET Curated	2.388E-7	2.693E-3	2.307E-6	2.286E-5	10	21	CCR2,S100A8,CCL2,MMP2,MMP3,MMP9,MICA,CCR5,CRP,SMAD3
Disease	C0280317	Tonsillar Squamous Cell Carcinoma	DisGeNET BeFree	2.388E-7	2.693E-3	2.307E-6	2.286E-5	10	21	MET,ANXA2,CCND1,PDCD4,DICER1,HGF,TWIST1,VEGFA,MIR21,EGFR
Disease	C0008311	Cholangitis	DisGeNET Curated	2.416E-7	2.724E-3	2.329E-6	2.307E-5	12	31	IL23A,TNFSF10,CLDN1,TGFB2,TGFBR2,TP53,CDKN1A,HGF,CFTR,PPARG,ITGB6,EGR1
Disease	C1333762	Gastric Cardia Adenocarcinoma	DisGeNET BeFree	2.416E-7	2.724E-3	2.329E-6	2.307E-5	12	31	MDM2,MMP2,WWOX,PEBP1,RASSF1,TP53,TYMS,HOTAIR,CXCL8,CXCR2,PTGS2,SMAD4
Disease	C2697636	Hyperdiploid B Acute Lymphoblastic Leukemia	DisGeNET BeFree	2.416E-7	2.724E-3	2.329E-6	2.307E-5	12	31	KMT2A,GATA1,GATA3,STAT3,TCF3,RUNX1,TNF,PBX1,TSC1,CREBBP,PTPN11,KRAS
Disease	C1853562	Adult onset	DisGeNET Curated	2.500E-7	2.819E-3	2.407E-6	2.385E-5	20	83	ATXN1,AKT1,FHL1,FMR1,AR,TBK1,MUC1,STIM1,NF2,NOTCH3,GSN,PDGFB,PDGFRB,TSC1,PIK3CA,HSPB1,CRYAB,PTEN,DNMT1,LMNB1
Disease	C0025267	Multiple Endocrine Neoplasia Type 1	DisGeNET Curated	2.513E-7	2.834E-3	2.418E-6	2.396E-5	24	114	MEG3,FGF2,MMP9,MTOR,GAPDH,CCND1,GH1,CA9,GRN,TP53,CDKN1A,TSC1,FOXN3,PIK3CA,HRAS,VDR,VEGFA,VHL,POMC,PTPA,IGF1,NEUROG3,ELK3,SMAD3
Disease	C0020507	Hyperplasia	DisGeNET Curated	2.634E-7	2.971E-3	2.530E-6	2.507E-5	11	26	AKT1,MMP9,KDM1A,CCND1,TGFB1,BRD4,HIF1A,PIK3CA,HSPB1,ZFP36,PTGS2
Disease	C0022603	Seborrheic keratosis	DisGeNET Curated	2.634E-7	2.971E-3	2.530E-6	2.507E-5	11	26	AKT1,FOXN1,AR,SLC2A1,TP63,H2AFX,TNF,TP53,PIK3CA,CSF2,EDN1
Disease	C0038525	Subarachnoid Hemorrhage	DisGeNET Curated	2.676E-7	3.017E-3	2.568E-6	2.544E-5	19	76	MMP1,MMP3,MMP9,BDNF,SOX17,TIMP3,SERPINE1,TNF,PKD1,MIR132,MIR143,IGF1,MAPK14,CSF2,IL6,MIR30A,LAMC2,EDN1,ROS1
Disease	C0264716	Chronic heart failure	DisGeNET BeFree	2.755E-7	3.107E-3	2.642E-6	2.618E-5	18	69	ERBB2,ADM,AGTR1,CCL2,MMP2,CXCL12,SIRT1,CD14,TNF,TP53,VSIG4,VEGFA,MIR150,MIR155,MIR214,CXCR4,EDN1,LOX
Disease	C0220656	Malignant ascites	DisGeNET BeFree	2.799E-7	3.157E-3	2.682E-6	2.657E-5	15	49	ERBB2,CXCL12,MTOR,CD24,TNFSF10,CD44,HGF,SERPINF1,CCR6,VEGFA,CXCL8,PTGS2,KRT8,EGFR,EPCAM
Disease	C0162820	Dermatitis, Allergic Contact	DisGeNET Curated	2.932E-7	3.306E-3	2.806E-6	2.780E-5	22	99	EPHB2,ETS2,CCR2,CCL2,CCL19,CCL21,FN1,ST6GAL1,SPP1,BCL2,BMP6,SOCS3,CD36,TNF,POMC,PPARG,CSF2,MAPK1,IL4,IL17A,NAMPT,EGFR
Disease	C0014057	Japanese Encephalitis	DisGeNET BeFree	2.971E-7	3.350E-3	2.841E-6	2.815E-5	14	43	EPHB2,ERN1,CD274,GLS,TNF,HSPA4,HSPA5,CSF2,MIR15B,MAPK1,IL6,PTPN11,LAMC2,NLRP3
Disease	C0278620	refractory plasma cell neoplasm	DisGeNET BeFree	3.015E-7	3.400E-3	2.867E-6	2.840E-5	8	13	MCL1,BBC3,BCL2,AURKA,TNF,HIF1A,HSPA5,MIR221
Disease	C1854465	TUBEROUS SCLEROSIS 1 (disorder)	DisGeNET Curated	3.015E-7	3.400E-3	2.867E-6	2.840E-5	8	13	MTOR,STK11,TP53,TSC1,TSC2,VEGFA,PRKAA1,PRKAA2
Disease	C1412036	Anal squamous cell carcinoma	DisGeNET BeFree	3.015E-7	3.400E-3	2.867E-6	2.840E-5	8	13	MDM2,AKT1,BRAF,TP53,TSC1,PIK3CA,KRAS,EGFR
Disease	C0205699	Carcinomatosis	DisGeNET BeFree	3.015E-7	3.400E-3	2.867E-6	2.840E-5	8	13	CCL5,SPARC,STAT3,PDGFRB,TSC1,VEGFA,ITGA3,EGFR
Disease	C0262929	Myxoma of the Endocardium	DisGeNET BeFree	3.015E-7	3.400E-3	2.867E-6	2.840E-5	8	13	MEF2D,MMP9,VEGFA,IGF1,MAPK3,IL6,EGFR,MTDH
Disease	C1275081	Cardio-facio-cutaneous syndrome	DisGeNET Curated	3.015E-7	3.400E-3	2.867E-6	2.840E-5	8	13	EPHB2,BRAF,HRAS,MAPK1,MAP2K1,MAP2K2,PTPN11,KRAS
Disease	C0206717	Olfactory Neuroblastoma	DisGeNET BeFree	3.015E-7	3.400E-3	2.867E-6	2.840E-5	8	13	ASCL1,BCL2,BDNF,NTRK2,TP53,CDKN1A,HSPA5,IGF1
Disease	C0334588	Giant Cell Glioblastoma	DisGeNET Curated	3.067E-7	3.458E-3	2.906E-6	2.879E-5	9	17	FGFR1,TACC3,BRAF,NFKBIA,TP53,PPARG,PTEN,EGF,EGFR
Disease	C0027070	Myoepithelioma	DisGeNET BeFree	3.067E-7	3.458E-3	2.906E-6	2.879E-5	9	17	MDM2,MMP9,SDC1,CXCL12,PBX1,PBX3,KLF17,POU5F1,HMGA2
Disease	C0597984	Biliary stricture	DisGeNET BeFree	3.067E-7	3.458E-3	2.906E-6	2.879E-5	9	17	MMP2,FOXM1,TGFB1,CCR5,CXCR4,KRAS,LEF1,SMAD4,SMAD7
Disease	C1266119	Solitary fibrous tumor	DisGeNET Curated	3.067E-7	3.458E-3	2.906E-6	2.879E-5	9	17	MET,AKT1,ALDH1A1,BCL2,BCL6,TERT,TP53,PTEN,EGR1
Disease	C0023531	Leukoplakia	DisGeNET Curated	3.255E-7	3.670E-3	3.079E-6	3.050E-5	16	56	MCL1,MDM2,MTUS1,FGF2,FGFR2,ATM,BCL2,BRCA1,BSG,NOTCH1,TP53,TP73,MIR21,MIR31,PTGS2,EGFR
Disease	C1522378	Leukemia, Large Granular Lymphocytic	DisGeNET Curated	3.255E-7	3.670E-3	3.079E-6	3.050E-5	16	56	ERG,FGF2,AKT1,PIK3R3,FAS,STAT3,STAT5A,STAT5B,SPHK1,MICA,TNF,TP53,CCR5,CUX1,MIR29B1,CXCR4
Disease	C0003469	Anxiety Disorders	DisGeNET Curated	3.280E-7	3.698E-3	3.100E-6	3.071E-5	52	382	ESR1,ESR2,MCL1,NDRG2,AGTR1,FGF9,ALAD,ALDH1A1,FKBP5,FMR1,AR,ATM,MYD88,CCND1,BCL2,BDNF,PPARGC1A,BRCA1,NF2,GLI2,GLO1,NTRK2,NTRK3,NUCB2,SIRT1,OPRM1,SERPINE1,PAWR,TNF,TP53,TRPC5,TSC2,ABCB1,QKI,RBFOX3,BAG3,POMC,CREB1,CRP,IGF1,IL6,CXCL8,MIR34A,PTGS2,MAGI2,RBM8A,DNMT1,KRT7,LEP,EDN1,EGR1,EP300
Disease	C1290398	Cerebral arterial aneurysm	DisGeNET Curated	3.338E-7	3.764E-3	3.152E-6	3.123E-5	19	77	ACTA2,ETS1,CCL2,MMP2,MMP9,STAT1,NFKB1,SOX17,TGFB1,TGFBR1,TGFBR2,TJP1,TLR4,TNF,TP53,PKD1,IL6,PTGS2,LOX
Disease	C0079748	Precursor cell lymphoblastic lymphoma	DisGeNET BeFree	3.475E-7	3.918E-3	3.279E-6	3.248E-5	17	63	KMT2A,FGFR1,FAS,MYC,CCND1,BCL2,BCL6,NOTCH1,TNF,TP53,MIR17,IL4,PTEN,JAK2,KRT7,LEF1,FBXW7
Disease	C0242584	Autoimmune thrombocytopenia	DisGeNET Curated	3.486E-7	3.931E-3	3.287E-6	3.256E-5	18	70	FAS,IL23A,TNFSF12,STAT1,BMI1,NFKB1,HAVCR2,CD44,TNF,IL27,KDM6A,VDR,CRP,MIR130A,MIR146A,IL4,CXCR4,NLRP3
Disease	C0271623	Hypogonadotropic hypogonadism	DisGeNET Curated	3.531E-7	3.981E-3	3.326E-6	3.295E-5	22	100	ESRRB,FGFR1,AR,TP63,SOX2,SOX3,SOX9,AXL,NRP2,NRP1,GH1,GJB2,BRAF,GLI2,PCSK1,CTNNB1,IL17RD,PROP1,PTPN11,KRAS,LEP,LMNA
Disease	C0259779	Fibrous Dysplasia	DisGeNET BeFree	3.637E-7	4.102E-3	3.424E-6	3.392E-5	12	32	MDM2,AR,SPARC,SPP1,GH1,RUNX2,FURIN,CREB1,IGF1,IL6,ITGA5,ITGAV
Disease	C0020557	Hypertriglyceridemia	DisGeNET Curated	3.698E-7	4.170E-3	3.478E-6	3.446E-5	28	150	CCL22,FOXC2,FOXO1,TXNIP,SREBF1,STAT3,C3,NOTCH4,GPI,SOCS3,OSM,CD36,SERPINE1,CD44,TNF,CFTR,HNF4A,ADIPOQ,PPARG,CRP,MAP2K1,IL6,IRS1,FGF19,LEP,NLRP3,LMNA,ANGPTL4
Disease	C2939461	Myeloid neoplasm	DisGeNET BeFree	3.760E-7	4.240E-3	3.533E-6	3.501E-5	15	50	KMT2A,ALK,MYBL2,RUNX1,TERT,CEBPA,NR4A1,HNF4A,HOXA10,CSF2,JAK2,PTPN11,KDM5A,LAMC2,EGR1
Disease	C2981150	Uranostaphyloschisis	DisGeNET Curated	3.966E-7	4.472E-3	3.723E-6	3.689E-5	35	214	ETS1,AHR,FGFR1,FGFR2,FOXC2,FLNA,SHH,SIX1,MSX2,TP63,SUFU,SOX2,SOX3,SOX9,SPP1,GATA1,STAT3,BMP2,BMP4,GPC3,GLI2,SATB2,RUNX2,TGFA,TGFB3,TGFBR2,TNS1,TP53,TWIST1,KDM6A,PRRX1,CTBP1,IRF6,PTPN11,RB1
Disease	C0005586	Bipolar Disorder	DisGeNET Curated	3.982E-7	4.490E-3	3.736E-6	3.701E-5	83	730	EPHB2,ESR1,ADM,RACK1,CCL2,MLLT3,AKT1,AKT2,FGFR1,FGFR2,MMP3,MMP9,FKBP5,FOXO3,FMR1,SRSF3,BHLHE40,SOD2,SP1,BCL2,BDNF,GLO1,NFKB1,TIMELESS,NOTCH4,TCF4,LINC-ROR,NTRK2,ROR1,GRN,CAV1,SIRT1,GSK3B,TGFB1,TGM2,P2RY2,CD36,TLR4,NANOS3,PAWR,TNF,MIR497,DCLK1,HIF1A,CHRM2,ABCB1,PIK3CA,UCP2,HRAS,PLA2G4A,HSPA4,HSPA5,VDR,VEGFA,POMC,XBP1,CREB1,CREBBP,YWHAZ,CRP,PTPA,IGF1,MIR146A,CSF2,MIR144,MIR206,PRKCI,MAPK1,MAPK3,IL6,MIR29C,CXCL8,MIR34A,PTGDS,MAGI2,RAC1,DNMT1,FOXP2,RTN4,LAMC2,LEP,EGFR,EGR1
Disease	C3463897	HYDATIDIFORM MOLE, RECURRENT, 1	DisGeNET Curated	4.097E-7	4.620E-3	3.828E-6	3.792E-5	14	44	ERBB2,NANOG,SPP1,BDNF,STAT3,GH1,TIMP3,PAK1,HIC1,PPARG,IGF1,LEP,LGALS1,EGF
Disease	C0034341	Pyruvate Carboxylase Deficiency Disease	DisGeNET Curated	4.097E-7	4.620E-3	3.828E-6	3.792E-5	14	44	EPHB2,ERBB2,F2,MMP14,SDC1,AR,MIR375,SERPINE1,TSC1,ABCB1,IL6,PTGS2,LEP,EGFR
Disease	C2936179	Obesity, Visceral	DisGeNET BeFree	4.097E-7	4.620E-3	3.828E-6	3.792E-5	14	44	ALDH1A1,MMP9,SREBF1,GRN,SIRT1,SERPINE1,MIR146B,TP53,SERPINF1,ADIPOQ,IGF1,IRS1,LEP,NAMPT
Disease	C1334177	Infiltrating Cervical Carcinoma	DisGeNET BeFree	4.097E-7	4.620E-3	3.828E-6	3.792E-5	14	44	CCR2,FGFR2,MMP1,NES,BCL2,TNF,TP53,VEGFA,POU5F1,MIR143,MIR21,CD82,DNMT3B,EGFR
Disease	C0410158	Muscle damage	DisGeNET BeFree	4.097E-7	4.620E-3	3.828E-6	3.792E-5	14	44	CCR2,CCL2,FHL1,TNFSF10,SPP1,PPARGC1A,HSPA4,VEGFA,IGF1,MIR223,CTSL,IL6,CXCL8,CXCR4
Disease	C0242363	Islet Cell Tumor	DisGeNET BeFree	4.109E-7	4.633E-3	3.829E-6	3.794E-5	13	38	SLC2A1,MTOR,ASCL1,GH1,GRN,THBD,RASSF1,CD44,TP53,TYMS,NEUROG3,PTEN,SMAD4
Disease	C0740345	Germ Cell Cancer	DisGeNET BeFree	4.122E-7	4.648E-3	3.829E-6	3.794E-5	10	22	NANOG,ESR1,SLC22A3,TET1,SOX2,TP53,POU5F1,MIR34A,KRAS,EGFR
Disease	C1333296	Activated B-Cell-Like Diffuse Large B-Cell Lymphoma	DisGeNET BeFree	4.122E-7	4.648E-3	3.829E-6	3.794E-5	10	22	AKT1,MYC,MYD88,BCL2,BCL6,STAT3,NFKB1,NFKBIA,TP53,MIR155
