##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Endosomal/Vacuolar pathway	Reactome	R-HSA-1236977	1	11	0.25822367448	0.334709616058	1514	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236977
Condensation of Prometaphase Chromosomes	Reactome	R-HSA-2514853	1	11	0.25822367448	0.334709616058	1460	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2514853
Import of palmitoyl-CoA into the mitochondrial matrix	Reactome	R-HSA-200425	1	11	0.25822367448	0.334709616058	5563	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-200425
Synthesis of IP2, IP, and Ins in the cytosol	Reactome	R-HSA-1855183	1	11	0.25822367448	0.334709616058	8821	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1855183
Transport of Mature mRNAs Derived from Intronless Transcripts	Reactome	R-HSA-159234	1	11	0.25822367448	0.334709616058	1977	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159234
Androgen biosynthesis	Reactome	R-HSA-193048	1	11	0.25822367448	0.334709616058	5443	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193048
ATF6-alpha activates chaperones	Reactome	R-HSA-381033	1	11	0.25822367448	0.334709616058	3309	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381033
pyrimidine deoxyribonucleotide phosphorylation	BioCyc	PWY-7197	1	11	0.25822367448	0.334709616058	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7197
terminal O-glycans residues modification	BioCyc	PWY-7434	1	11	0.25822367448	0.334709616058	6480	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7434
melatonin degradation I	BioCyc	PWY-6398	1	11	0.25822367448	0.334709616058	1545	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6398
guanosine deoxyribonucleotides de novo biosynthesis	BioCyc	PWY-7226	1	11	0.25822367448	0.334709616058	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7226
adenosine deoxyribonucleotides de novo biosynthesis	BioCyc	PWY-7227	1	11	0.25822367448	0.334709616058	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7227
reactive oxygen species degradation	BioCyc	DETOX1-PWY-1	1	11	0.25822367448	0.334709616058	6648	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=DETOX1-PWY-1
Systemic lupus erythematosus	KEGG PATHWAY	hsa05322	5	136	0.266704581188	0.344782492797	7124|3015|81|3014|718	http://www.genome.jp/kegg-bin/show_pathway?hsa05322/hsa:7124%09red/hsa:3014%09red/hsa:3015%09red/hsa:81%09red/hsa:718%09red
Presynaptic phase of homologous DNA pairing and strand exchange	Reactome	R-HSA-5693616	2	39	0.267143263906	0.344782492797	472|672	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693616
Glucose transport	Reactome	R-HSA-70153	2	39	0.267143263906	0.344782492797	3099|6513	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70153
Sphingolipid de novo biosynthesis	Reactome	R-HSA-1660661	2	39	0.267143263906	0.344782492797	253782|8877	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660661
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	Reactome	R-HSA-110313	2	39	0.267143263906	0.344782492797	10459|7415	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110313
Infectious disease	Reactome	R-HSA-5663205	11	348	0.271117628707	0.349611306434	1234|10197|8945|6500|3838|23327|7852|7040|5045|5879|10015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663205
Inositol phosphate metabolism	KEGG PATHWAY	hsa00562	3	71	0.273810593841	0.350186695545	5728|8821|5290	http://www.genome.jp/kegg-bin/show_pathway?hsa00562/hsa:5728%09red/hsa:5290%09red/hsa:8821%09red
@@Inositol phosphate metabolism	Reactome	R-HSA-1483249	2	47	0.339948596493	0.408210274669	5728|8821	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483249
Thyroid hormone synthesis	KEGG PATHWAY	hsa04918	3	71	0.273810593841	0.350186695545	1385|5578|3309	http://www.genome.jp/kegg-bin/show_pathway?hsa04918/hsa:5578%09red/hsa:1385%09red/hsa:3309%09red
Orc1 removal from chromatin	Reactome	R-HSA-68949	3	71	0.273810593841	0.350186695545	10197|1026|5925	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68949
Switching of origins to a post-replicative state	Reactome	R-HSA-69052	3	71	0.273810593841	0.350186695545	10197|1026|5925	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69052
AURKA Activation by TPX2	Reactome	R-HSA-8854518	3	71	0.273810593841	0.350186695545	22897|6790|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854518
Regulation of autophagy	KEGG PATHWAY	hsa04140	2	40	0.276302604203	0.350186695545	5562|5563	http://www.genome.jp/kegg-bin/show_pathway?hsa04140/hsa:5562%09red/hsa:5563%09red
Hyaluronan uptake and degradation	Reactome	R-HSA-2160916	1	12	0.276463180693	0.350186695545	960	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2160916
Josephin domain DUBs	Reactome	R-HSA-5689877	1	12	0.276463180693	0.350186695545	7415	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689877
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	R-HSA-1474151	1	12	0.276463180693	0.350186695545	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474151
P2Y receptors	Reactome	R-HSA-417957	1	12	0.276463180693	0.350186695545	5029	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-417957
Reversible hydration of carbon dioxide	Reactome	R-HSA-1475029	1	12	0.276463180693	0.350186695545	768	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1475029
Ethanol oxidation	Reactome	R-HSA-71384	1	12	0.276463180693	0.350186695545	216	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71384
VLDLR internalisation and degradation	Reactome	R-HSA-8866427	1	12	0.276463180693	0.350186695545	10062	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866427
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	R-HSA-933543	1	12	0.276463180693	0.350186695545	8517	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-933543
Vitamin B5 (pantothenate) metabolism	Reactome	R-HSA-199220	1	12	0.276463180693	0.350186695545	2194	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199220
superpathway of melatonin degradation	BioCyc	PWY-6402	1	12	0.276463180693	0.350186695545	1545	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6402
UTP and CTP de novo biosynthesis	BioCyc	PWY-7176	1	12	0.276463180693	0.350186695545	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7176
guanosine ribonucleotides de novo biosynthesis	BioCyc	PWY-7221	1	12	0.276463180693	0.350186695545	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7221
folate transformations I	BioCyc	PWY-2201	1	12	0.276463180693	0.350186695545	10797	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-2201
purine deoxyribonucleosides salvage	BioCyc	PWY-7224	1	12	0.276463180693	0.350186695545	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7224
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Reactome	R-HSA-174178	3	72	0.280500998443	0.355001685213	6502|6790|10197	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174178
Dual Incision in GG-NER	Reactome	R-HSA-5696400	2	41	0.28545492215	0.360663163423	142|8451	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696400
SUMOylation of DNA replication proteins	Reactome	R-HSA-4615885	2	41	0.28545492215	0.360663163423	6790|332	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4615885
Diseases of metabolism	Reactome	R-HSA-5668914	4	106	0.28586046121	0.360871784926	5443|9420|1545|229	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668914
Removal of licensing factors from origins	Reactome	R-HSA-69300	3	73	0.28720592972	0.362265630681	10197|1026|5925	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69300
Gastric acid secretion	KEGG PATHWAY	hsa04971	3	74	0.293922993621	0.365443921185	5578|7430|1080	http://www.genome.jp/kegg-bin/show_pathway?hsa04971/hsa:5578%09red/hsa:7430%09red/hsa:1080%09red
Fatty acid biosynthesis	KEGG PATHWAY	hsa00061	1	13	0.294254633071	0.365443921185	2194	http://www.genome.jp/kegg-bin/show_pathway?hsa00061/hsa:2194%09red
O2/CO2 exchange in erythrocytes	Reactome	R-HSA-1480926	1	13	0.294254633071	0.365443921185	51706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1480926
Sodium/Calcium exchangers	Reactome	R-HSA-425561	1	13	0.294254633071	0.365443921185	6717	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425561
Trafficking and processing of endosomal TLR	Reactome	R-HSA-1679131	1	13	0.294254633071	0.365443921185	1514	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1679131
Trafficking of GluR2-containing AMPA receptors	Reactome	R-HSA-416993	1	13	0.294254633071	0.365443921185	5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416993
Erythrocytes take up carbon dioxide and release oxygen	Reactome	R-HSA-1237044	1	13	0.294254633071	0.365443921185	51706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1237044
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	Reactome	R-HSA-400511	1	13	0.294254633071	0.365443921185	5122	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400511
Assembly Of The HIV Virion	Reactome	R-HSA-175474	1	13	0.294254633071	0.365443921185	5045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-175474
Apoptosis induced DNA fragmentation	Reactome	R-HSA-140342	1	13	0.294254633071	0.365443921185	3146	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140342
Facilitative Na+-independent glucose transporters	Reactome	R-HSA-428790	1	13	0.294254633071	0.365443921185	6513	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428790
TNFR1-induced proapoptotic signaling	Reactome	R-HSA-5357786	1	13	0.294254633071	0.365443921185	7124	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357786
Activation of DNA fragmentation factor	Reactome	R-HSA-211227	1	13	0.294254633071	0.365443921185	3146	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211227
triacylglycerol degradation	BioCyc	LIPAS-PWY	1	13	0.294254633071	0.365443921185	11343	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=LIPAS-PWY
RNA Polymerase III Transcription	Reactome	R-HSA-74158	2	42	0.294595033067	0.365443921185	55290|7702	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74158
SUMOylation of RNA binding proteins	Reactome	R-HSA-4570464	2	42	0.294595033067	0.365443921185	648|7703	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4570464
RNA Polymerase III Abortive And Retractive Initiation	Reactome	R-HSA-749476	2	42	0.294595033067	0.365443921185	55290|7702	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-749476
Signaling by Retinoic Acid	Reactome	R-HSA-5362517	2	42	0.294595033067	0.365443921185	216|5915	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5362517
Homologous DNA Pairing and Strand Exchange	Reactome	R-HSA-5693579	2	42	0.294595033067	0.365443921185	472|672	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693579
Beta defensins	Reactome	R-HSA-1461957	2	42	0.294595033067	0.365443921185	1235|729230	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1461957
Stimuli-sensing channels	Reactome	R-HSA-2672351	4	108	0.296877111075	0.367970721489	23327|6717|79054|7224	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2672351
Formation of Incision Complex in GG-NER	Reactome	R-HSA-5696395	2	43	0.303718010916	0.375829129748	142|8451	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696395
Iron uptake and transport	Reactome	R-HSA-917937	2	43	0.303718010916	0.375829129748	9429|3934	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-917937
Transmembrane transport of small molecules	Reactome	R-HSA-382551	19	657	0.30808230274	0.380915598363	23327|10197|7415|1080|861|1965|6513|5243|9429|8714|7224|3934|366|6717|79054|3099|362|360|682	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382551
HIV Life Cycle	Reactome	R-HSA-162587	5	145	0.309434127012	0.38227211905	1234|7852|5045|23327|10015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162587
Glycosphingolipid biosynthesis - globo series	KEGG PATHWAY	hsa00603	1	14	0.31160902734	0.383067280947	6489	http://www.genome.jp/kegg-bin/show_pathway?hsa00603/hsa:6489%09red
Organic cation/anion/zwitterion transport	Reactome	R-HSA-549132	1	14	0.31160902734	0.383067280947	861	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-549132
IRF3-mediated induction of type I IFN	Reactome	R-HSA-3270619	1	14	0.31160902734	0.383067280947	29110	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3270619
Synthesis of PIPs at the early endosome membrane	Reactome	R-HSA-1660516	1	14	0.31160902734	0.383067280947	8821	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660516
CS/DS degradation	Reactome	R-HSA-2024101	1	14	0.31160902734	0.383067280947	1464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2024101
Reduction of cytosolic Ca++ levels	Reactome	R-HSA-418359	1	14	0.31160902734	0.383067280947	6717	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418359
Type I diabetes mellitus	KEGG PATHWAY	hsa04940	2	44	0.312819178735	0.38361240791	7124|355	http://www.genome.jp/kegg-bin/show_pathway?hsa04940/hsa:7124%09red/hsa:355%09red
Vasopressin-regulated water reabsorption	KEGG PATHWAY	hsa04962	2	44	0.312819178735	0.38361240791	1385|360	http://www.genome.jp/kegg-bin/show_pathway?hsa04962/hsa:1385%09red/hsa:360%09red
Hexose transport	Reactome	R-HSA-189200	2	44	0.312819178735	0.38361240791	3099|6513	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-189200
Nucleotide Excision Repair	Reactome	R-HSA-5696398	4	111	0.313493796781	0.384125868545	2033|86|142|8451	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696398
@@Nucleotide excision repair	KEGG PATHWAY	hsa03420	1	47	0.697406453751	0.734880985519	8451	http://www.genome.jp/kegg-bin/show_pathway?hsa03420/hsa:8451%09red
The role of GTSE1 in G2/M progression after G2 checkpoint	Reactome	R-HSA-8852276	3	77	0.314123803455	0.384583873561	7157|10197|1026	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852276
Nuclear Envelope Breakdown	Reactome	R-HSA-2980766	2	45	0.321894099395	0.393775911322	4001|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980766
General transcription by RNA polymerase I	PANTHER	P00022	1	15	0.328537089641	0.396410105749	284119	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00022
Glycosphingolipid biosynthesis - ganglio series	KEGG PATHWAY	hsa00604	1	15	0.328537089641	0.396410105749	6489	http://www.genome.jp/kegg-bin/show_pathway?hsa00604/hsa:6489%09red
Metabolism of folate and pterines	Reactome	R-HSA-196757	1	15	0.328537089641	0.396410105749	10797	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196757
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	Reactome	R-HSA-975144	1	15	0.328537089641	0.396410105749	8517	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975144
Anchoring fibril formation	Reactome	R-HSA-2214320	1	15	0.328537089641	0.396410105749	3918	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2214320
Rap1 signalling	Reactome	R-HSA-392517	1	15	0.328537089641	0.396410105749	7534	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392517
Regulation of innate immune responses to cytosolic DNA	Reactome	R-HSA-3134975	1	15	0.328537089641	0.396410105749	29110	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3134975
N-Glycan antennae elongation	Reactome	R-HSA-975577	1	15	0.328537089641	0.396410105749	6480	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975577
IRAK1 recruits IKK complex	Reactome	R-HSA-937039	1	15	0.328537089641	0.396410105749	8517	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937039
Recycling of bile acids and salts	Reactome	R-HSA-159418	1	15	0.328537089641	0.396410105749	8714	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159418
Eicosanoid ligand-binding receptors	Reactome	R-HSA-391903	1	15	0.328537089641	0.396410105749	56413	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391903
Regulation of necroptotic cell death	Reactome	R-HSA-5675482	1	15	0.328537089641	0.396410105749	8743	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5675482
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	Reactome	R-HSA-193807	1	15	0.328537089641	0.396410105749	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193807
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	Reactome	R-HSA-2162123	1	15	0.328537089641	0.396410105749	5743	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2162123
guanosine nucleotides de novo biosynthesis	BioCyc	PWY-7228	1	15	0.328537089641	0.396410105749	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7228
superpathway of pyrimidine ribonucleotides de novo biosynthesis	BioCyc	PWY0-162	1	15	0.328537089641	0.396410105749	4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY0-162
D-myo-inositol (1,3,4)-trisphosphate biosynthesis	BioCyc	PWY-6364	1	15	0.328537089641	0.396410105749	5728	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6364
Regulation of APC/C activators between G1/S and early anaphase	Reactome	R-HSA-176408	3	80	0.33435252612	0.403102925065	10197|6500|8945	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176408
Sphingolipid metabolism	KEGG PATHWAY	hsa00600	2	47	0.339948596493	0.408210274669	253782|8877	http://www.genome.jp/kegg-bin/show_pathway?hsa00600/hsa:8877%09red/hsa:253782%09red
@@Sphingolipid metabolism	Reactome	R-HSA-428157	2	83	0.621459291422	0.666769404163	253782|8877	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428157
G alpha (z) signalling events	Reactome	R-HSA-418597	2	47	0.339948596493	0.408210274669	5588|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418597
Pyruvate metabolism and Citric Acid (TCA) cycle	Reactome	R-HSA-71406	2	47	0.339948596493	0.408210274669	2739|682	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71406
Gap junction trafficking	Reactome	R-HSA-190828	2	47	0.339948596493	0.408210274669	2705|2706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190828
ABC transporter disorders	Reactome	R-HSA-5619084	3	81	0.341091782516	0.409234100999	10197|7415|1080	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619084
Resolution of Sister Chromatid Cohesion	Reactome	R-HSA-2500257	4	116	0.341346498635	0.409234100999	6249|332|9126|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2500257
Mitotic Anaphase	Reactome	R-HSA-68882	6	188	0.342931762124	0.4108065243	10197|9126|4001|332|6249|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68882
Elevation of cytosolic Ca2+ levels	Reactome	R-HSA-139853	1	16	0.345049283137	0.411700297288	6786	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-139853
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	Reactome	R-HSA-975110	1	16	0.345049283137	0.411700297288	4615	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975110
Translesion synthesis by REV1	Reactome	R-HSA-110312	1	16	0.345049283137	0.411700297288	10459	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110312
Nucleotide-like (purinergic) receptors	Reactome	R-HSA-418038	1	16	0.345049283137	0.411700297288	5029	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418038
the visual cycle I (vertebrates)	BioCyc	PWY-6861	1	16	0.345049283137	0.411700297288	5948	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-6861
Mitotic Metaphase and Anaphase	Reactome	R-HSA-2555396	6	189	0.347286781104	0.414025873019	10197|9126|4001|332|6249|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2555396
Chemical carcinogenesis	KEGG PATHWAY	hsa05204	3	82	0.347825866674	0.414025873019	1545|5743|1577	http://www.genome.jp/kegg-bin/show_pathway?hsa05204/hsa:5743%09red/hsa:1577%09red/hsa:1545%09red
Telomere Maintenance	Reactome	R-HSA-157579	3	82	0.347825866674	0.414025873019	7015|3014|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-157579
Primary bile acid biosynthesis	KEGG PATHWAY	hsa00120	1	17	0.361155814449	0.424974563243	9420	http://www.genome.jp/kegg-bin/show_pathway?hsa00120/hsa:9420%09red
Selenocompound metabolism	KEGG PATHWAY	hsa00450	1	17	0.361155814449	0.424974563243	1491	http://www.genome.jp/kegg-bin/show_pathway?hsa00450/hsa:1491%09red
