##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
RHO GTPases Activate Rhotekin and Rhophilins	Reactome	R-HSA-5666185	2	9	0.0185983794894	0.0449036217124	388|389	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5666185
MAPK3 (ERK1) activation	Reactome	R-HSA-110056	2	9	0.0185983794894	0.0449036217124	3569|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-110056
GP1b-IX-V activation signalling	Reactome	R-HSA-430116	2	9	0.0185983794894	0.0449036217124	2316|5295	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-430116
Death Receptor Signalling	Reactome	R-HSA-73887	4	49	0.0197909870298	0.0477013533538	8517|355|8743|10399	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73887
Intestinal immune network for IgA production	KEGG PATHWAY	hsa04672	4	50	0.0210536441434	0.0506580857375	6370|3569|10803|3565	http://www.genome.jp/kegg-bin/show_pathway?hsa04672/hsa:3569%09red/hsa:6370%09red/hsa:3565%09red/hsa:10803%09red
Regulation of DNA replication	Reactome	R-HSA-69304	5	76	0.0212065905023	0.0509391696902	1869|10197|1026|1871|5925	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69304
Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141	8	166	0.0213961286768	0.0513070432556	2081|1965|6500|3309|9451|7494|7415|1410	http://www.genome.jp/kegg-bin/show_pathway?hsa04141/hsa:3309%09red/hsa:1410%09red/hsa:9451%09red/hsa:6500%09red/hsa:7494%09red/hsa:1965%09red/hsa:7415%09red/hsa:2081%09red
Abacavir transport and metabolism	Reactome	R-HSA-2161522	2	10	0.022032824295	0.052388334327	9429|5243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2161522
Activation of PPARGC1A (PGC-1alpha) by phosphorylation	Reactome	R-HSA-2151209	2	10	0.022032824295	0.052388334327	10891|5563	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2151209
Cohesin Loading onto Chromatin	Reactome	R-HSA-2470946	2	10	0.022032824295	0.052388334327	8243|9126	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2470946
Removal of aminoterminal propeptides from gamma-carboxylated proteins	Reactome	R-HSA-159782	2	10	0.022032824295	0.052388334327	2147|5045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159782
Role of second messengers in netrin-1 signaling	Reactome	R-HSA-418890	2	10	0.022032824295	0.052388334327	9423|7224	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418890
Interferon-gamma signaling pathway	PANTHER	P00035	3	28	0.0221569469481	0.0524182805315	9021|6772|5777	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00035
Negative regulation of FGFR2 signaling	Reactome	R-HSA-5654727	3	28	0.0221569469481	0.0524182805315	10253|2254|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654727
Interleukin-7 signaling	Reactome	R-HSA-1266695	3	28	0.0221569469481	0.0524182805315	8503|5295|3718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266695
RMTs methylate histone arginines	Reactome	R-HSA-3214858	5	77	0.0222329974624	0.0525100945093	3276|86|595|3014|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214858
ABC-family proteins mediated transport	Reactome	R-HSA-382556	6	106	0.0227302021249	0.0535946237392	10197|1080|1965|5243|8714|7415	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382556
Lysine degradation	KEGG PATHWAY	hsa00310	4	52	0.0237242285317	0.0558450120697	9869|387893|80854|10919	http://www.genome.jp/kegg-bin/show_pathway?hsa00310/hsa:80854%09red/hsa:387893%09red/hsa:9869%09red/hsa:10919%09red
Hippo signaling pathway -multiple species	KEGG PATHWAY	hsa04392	3	29	0.0241027815906	0.0563597380476	84962|11186|4771	http://www.genome.jp/kegg-bin/show_pathway?hsa04392/hsa:11186%09red/hsa:4771%09red/hsa:84962%09red
Myogenesis	Reactome	R-HSA-525793	3	29	0.0241027815906	0.0563597380476	4209|998|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-525793
CDO in myogenesis	Reactome	R-HSA-375170	3	29	0.0241027815906	0.0563597380476	4209|998|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375170
Muscle contraction	Reactome	R-HSA-397014	9	204	0.0247042801663	0.0576705878055	59|6786|302|4878|4633|28996|72|6717|8850	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-397014
DNA Damage/Telomere Stress Induced Senescence	Reactome	R-HSA-2559586	5	80	0.0255034917539	0.0588413393505	5925|3015|1026|3014|4001	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559586
Fructose galactose metabolism	PANTHER	P02744	2	11	0.0257065709503	0.0588413393505	3099|229	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02744
Establishment of Sister Chromatid Cohesion	Reactome	R-HSA-2468052	2	11	0.0257065709503	0.0588413393505	8243|9126	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2468052
TRIF-mediated programmed cell death	Reactome	R-HSA-2562578	2	11	0.0257065709503	0.0588413393505	929|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2562578
Creation of C4 and C2 activators	Reactome	R-HSA-166786	2	11	0.0257065709503	0.0588413393505	1401|2220	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166786
Type I hemidesmosome assembly	Reactome	R-HSA-446107	2	11	0.0257065709503	0.0588413393505	977|3918	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446107
CDC6 association with the ORC:origin complex	Reactome	R-HSA-68689	2	11	0.0257065709503	0.0588413393505	1869|1871	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68689
Signaling by NOTCH4	Reactome	R-HSA-1980150	2	11	0.0257065709503	0.0588413393505	102|4855	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980150
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	Reactome	R-HSA-159854	2	11	0.0257065709503	0.0588413393505	2147|5045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159854
Peptide hormone biosynthesis	Reactome	R-HSA-209952	2	11	0.0257065709503	0.0588413393505	5443|5122	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-209952
RHO GTPases activate KTN1	Reactome	R-HSA-5625970	2	11	0.0257065709503	0.0588413393505	391|998	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5625970
Signaling by NOTCH3	Reactome	R-HSA-1980148	2	11	0.0257065709503	0.0588413393505	102|4854	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980148
Translocation of GLUT4 to the plasma membrane	Reactome	R-HSA-1445148	5	81	0.0266583797457	0.0609210947187	208|60412|23265|5563|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1445148
HATs acetylate histones	Reactome	R-HSA-3214847	7	142	0.0273730896457	0.0624531656965	23326|8850|84148|2033|1387|86|51147	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214847
Fcgamma receptor (FCGR) dependent phagocytosis	Reactome	R-HSA-2029480	5	82	0.0278460766876	0.0634296738765	10810|5295|4067|998|1398	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2029480
Adherens junctions interactions	Reactome	R-HSA-418990	3	31	0.0282623344282	0.0641705177838	283|1003|1009	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418990
Disassembly of the destruction complex and recruitment of AXIN to the membrane	Reactome	R-HSA-4641262	3	31	0.0282623344282	0.0641705177838	10023|1856|2535	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641262
Opioid Signalling	Reactome	R-HSA-111885	5	83	0.0290668295734	0.0658910445312	5443|4988|1020|1385|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111885
Metabolism of carbohydrates	Reactome	R-HSA-71387	11	281	0.0293959293006	0.066162745353	216|6513|2719|2203|229|2023|2597|1464|3099|57214|2821	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71387
Carbon metabolism	KEGG PATHWAY	hsa01200	6	113	0.0294756207698	0.066162745353	2597|2203|229|2023|3099|2821	http://www.genome.jp/kegg-bin/show_pathway?hsa01200/hsa:2023%09red/hsa:229%09red/hsa:2597%09red/hsa:3099%09red/hsa:2821%09red/hsa:2203%09red
Spry regulation of FGF signaling	Reactome	R-HSA-1295596	2	12	0.0296090016438	0.066162745353	10253|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1295596
TP53 Regulates Transcription of Death Receptors and Ligands	Reactome	R-HSA-6803211	2	12	0.0296090016438	0.066162745353	355|7159	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803211
Inhibition of replication initiation of damaged DNA by RB1/E2F1	Reactome	R-HSA-113501	2	12	0.0296090016438	0.066162745353	1869|5925	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113501
HSF1 activation	Reactome	R-HSA-3371511	2	12	0.0296090016438	0.066162745353	3297|7415	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371511
FGFR4 ligand binding and activation	Reactome	R-HSA-190322	2	12	0.0296090016438	0.066162745353	9965|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190322
BMP Signalling Pathway	BioCyc	PWY66-11	2	12	0.0296090016438	0.066162745353	64750|11167	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-11
UDP-N-acetyl-D-galactosamine biosynthesis II	BioCyc	PWY-5514	2	12	0.0296090016438	0.066162745353	3099|2821	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-5514
Detoxification of Reactive Oxygen Species	Reactome	R-HSA-3299685	3	32	0.0304755694524	0.0678839698703	6648|7295|25828	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3299685
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	Reactome	R-HSA-2173796	3	32	0.0304755694524	0.0678839698703	5054|3726|3065	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173796
IRE1alpha activates chaperones	Reactome	R-HSA-381070	4	57	0.0312638911925	0.0694206087896	4000|2081|6464|3309	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381070
Regulation of PLK1 Activity at G2/M Transition	Reactome	R-HSA-2565942	5	85	0.031608419275	0.0700752691474	8945|6500|84962|22897|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2565942
Calcium signaling pathway	KEGG PATHWAY	hsa04020	8	180	0.0319193613585	0.0706535314215	5159|1129|56413|8877|6786|185|57620|2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04020/hsa:2149%09red/hsa:57620%09red/hsa:56413%09red/hsa:5159%09red/hsa:6786%09red/hsa:1129%09red/hsa:8877%09red/hsa:185%09red
Fructose and mannose metabolism	KEGG PATHWAY	hsa00051	3	33	0.0327772856741	0.0723254660415	2203|3099|229	http://www.genome.jp/kegg-bin/show_pathway?hsa00051/hsa:229%09red/hsa:3099%09red/hsa:2203%09red
E2F mediated regulation of DNA replication	Reactome	R-HSA-113510	3	33	0.0327772856741	0.0723254660415	1869|5925|7298	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-113510
De novo pyrimidine deoxyribonucleotide biosynthesis	PANTHER	P02739	2	13	0.0337298208249	0.0736208163515	7298|4830	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02739
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Reactome	R-HSA-6804116	2	13	0.0337298208249	0.0736208163515	1869|1026	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804116
Repression of WNT target genes	Reactome	R-HSA-4641265	2	13	0.0337298208249	0.0736208163515	7088|3065	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641265
Advanced glycosylation endproduct receptor signaling	Reactome	R-HSA-879415	2	13	0.0337298208249	0.0736208163515	3958|829	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-879415
DCC mediated attractive signaling	Reactome	R-HSA-418885	2	13	0.0337298208249	0.0736208163515	9423|998	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418885
DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	Reactome	R-HSA-3134963	2	13	0.0337298208249	0.0736208163515	5970|4615	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3134963
Regulation of KIT signaling	Reactome	R-HSA-1433559	2	13	0.0337298208249	0.0736208163515	4067|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433559
Meiosis	Reactome	R-HSA-1500620	6	117	0.0338630438161	0.0737973597846	9126|4001|672|3015|3014|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1500620
Regulation of TP53 Degradation	Reactome	R-HSA-6804757	3	34	0.0351669961606	0.0765207786829	208|4194|4193	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804757
Parkinson disease	PANTHER	P00049	5	88	0.0356740700611	0.0773852904403	2002|3309|4067|55294|7532	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00049
Platelet homeostasis	Reactome	R-HSA-418346	5	88	0.0356740700611	0.0773852904403	6717|6786|5781|5777|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418346
Long-term depression	KEGG PATHWAY	hsa04730	4	60	0.0363892630973	0.0785740596741	10672|4067|3479|5321	http://www.genome.jp/kegg-bin/show_pathway?hsa04730/hsa:4067%09red/hsa:3479%09red/hsa:5321%09red/hsa:10672%09red
GLI3 is processed to GLI3R by the proteasome	Reactome	R-HSA-5610785	4	60	0.0363892630973	0.0785740596741	10197|6500|8945|51684	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610785
Dectin-1 mediated noncanonical NF-kB signaling	Reactome	R-HSA-5607761	4	60	0.0363892630973	0.0785740596741	10197|6500|8945|5970	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607761
p38 MAPK pathway	PANTHER	P05918	3	35	0.0376441255022	0.0802998743694	1977|2002|4209	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05918
Angiotensin II-stimulated signaling through G proteins and beta-arrestin	PANTHER	P05911	3	35	0.0376441255022	0.0802998743694	2002|408|185	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05911
African trypanosomiasis	KEGG PATHWAY	hsa05143	3	35	0.0376441255022	0.0802998743694	355|3569|4615	http://www.genome.jp/kegg-bin/show_pathway?hsa05143/hsa:3569%09red/hsa:355%09red/hsa:4615%09red
Regulation of TP53 Expression and Degradation	Reactome	R-HSA-6806003	3	35	0.0376441255022	0.0802998743694	208|4194|4193	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6806003
Smooth Muscle Contraction	Reactome	R-HSA-445355	3	35	0.0376441255022	0.0802998743694	302|59|72	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445355
Metabolic disorders of biological oxidation enzymes	Reactome	R-HSA-5579029	3	35	0.0376441255022	0.0802998743694	5443|9420|1545	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5579029
Synthesis of PIPs at the plasma membrane	Reactome	R-HSA-1660499	3	35	0.0376441255022	0.0802998743694	8503|8821|5295	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660499
Platelet Aggregation (Plug Formation)	Reactome	R-HSA-76009	3	35	0.0376441255022	0.0802998743694	2147|6464|1398	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76009
Signal regulatory protein (SIRP) family interactions	Reactome	R-HSA-391160	2	14	0.0380590466979	0.0805754592253	5781|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391160
Constitutive Signaling by EGFRvIII	Reactome	R-HSA-5637810	2	14	0.0380590466979	0.0805754592253	5295|6464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5637810
Mitotic Telophase/Cytokinesis	Reactome	R-HSA-68884	2	14	0.0380590466979	0.0805754592253	8243|9126	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68884
Regulation of TP53 Activity through Association with Co-factors	Reactome	R-HSA-6804759	2	14	0.0380590466979	0.0805754592253	208|7159	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804759
Signaling by EGFRvIII in Cancer	Reactome	R-HSA-5637812	2	14	0.0380590466979	0.0805754592253	5295|6464	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5637812
B cell activation	PANTHER	P00010	4	61	0.038198868761	0.0807502323133	5777|3725|4067|4792	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00010
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	5	90	0.0385553877586	0.0813818813468	1129|185|408|1856|1080	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825
Rho GTPase cycle	Reactome	R-HSA-194840	6	122	0.0399129716234	0.0841215096995	998|391|23365|9181|388|389	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194840
Interferon gamma signaling	Reactome	R-HSA-877300	5	91	0.0400477495189	0.084279592271	9021|55223|3394|5777|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-877300
Phase 1 - Functionalization of compounds	Reactome	R-HSA-211945	5	92	0.0415747408275	0.0873627191756	5443|9420|1545|1577|216	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211945
Cytochrome P450 - arranged by substrate type	Reactome	R-HSA-211897	4	63	0.0419701462696	0.0880623604764	5443|9420|1545|1577	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211897
JAK/STAT signaling pathway	PANTHER	P00038	2	15	0.0425870029247	0.0884354552634	3718|6772	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00038
SUMOylation of transcription factors	Reactome	R-HSA-3232118	2	15	0.0425870029247	0.0884354552634	4193|7158	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3232118
Activation of BAD and translocation to mitochondria 	Reactome	R-HSA-111447	2	15	0.0425870029247	0.0884354552634	208|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111447
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	Reactome	R-HSA-3772470	2	15	0.0425870029247	0.0884354552634	22943|6423	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3772470
Association of licensing factors with the pre-replicative complex	Reactome	R-HSA-69298	2	15	0.0425870029247	0.0884354552634	1869|1871	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69298
Activation of Rac	Reactome	R-HSA-428540	2	15	0.0425870029247	0.0884354552634	57144|10298	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428540
Platelet Adhesion to exposed collagen	Reactome	R-HSA-75892	2	15	0.0425870029247	0.0884354552634	3673|4067	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75892
Vesicle-mediated transport	Reactome	R-HSA-5653656	18	573	0.0437373292852	0.0906906386649	1129|7082|948|1080|2705|208|2706|1856|5563|3092|185|60412|23265|339122|5321|408|2801|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5653656
p53-Dependent G1/S DNA damage checkpoint	Reactome	R-HSA-69580	4	64	0.0439318222758	0.0908267879895	10197|4194|1026|4193	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69580
p53-Dependent G1 DNA Damage Response	Reactome	R-HSA-69563	4	64	0.0439318222758	0.0908267879895	10197|4194|1026|4193	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69563
Regulation of HSF1-mediated heat shock response	Reactome	R-HSA-3371453	4	65	0.0459441415856	0.0948480814578	3297|23411|9531|3309	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371453
Membrane Trafficking	Reactome	R-HSA-199991	17	537	0.04625830681	0.095357035968	1129|7082|1080|2705|208|2706|1856|5563|3092|185|60412|23265|339122|5321|408|2801|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199991
RHO GTPases activate CIT	Reactome	R-HSA-5625900	2	16	0.0473043105307	0.0966653302148	388|389	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5625900
Polo-like kinase mediated events	Reactome	R-HSA-156711	2	16	0.0473043105307	0.0966653302148	4605|2033	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-156711
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	Reactome	R-HSA-2559584	2	16	0.0473043105307	0.0966653302148	5925|4001	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559584
TRAF6 mediated induction of TAK1 complex	Reactome	R-HSA-937072	2	16	0.0473043105307	0.0966653302148	929|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937072
superpathway of pyrimidine deoxyribonucleoside salvage	BioCyc	PWY-7200	2	16	0.0473043105307	0.0966653302148	7298|4830	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7200
G1/S DNA Damage Checkpoints	Reactome	R-HSA-69615	4	66	0.0480070307542	0.0978177938777	10197|4194|1026|4193	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69615
Interferon alpha/beta signaling	Reactome	R-HSA-909733	4	66	0.0480070307542	0.0978177938777	9021|3394|5777|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-909733
Gamma carboxylation, hypusine formation and arylsulfatase activation	Reactome	R-HSA-163841	3	39	0.0484125044389	0.0982181744732	2147|1984|5045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163841
MAP2K and MAPK activation	Reactome	R-HSA-5674135	3	39	0.0484125044389	0.0982181744732	5037|54756|408	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5674135
Formation of Fibrin Clot (Clotting Cascade)	Reactome	R-HSA-140877	3	39	0.0484125044389	0.0982181744732	2147|2149|2152	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140877
